Comment Key;Comment ID;Video Key;Comment;Author;Comment Date;Likes;Reply Count;Is Reply;Engagement Score;Stance;Arousal Score;Emotion;Core Argument
96;Ugwf62XmCTm6Ao_Q3Rt4AaABAg.Aa2eykcCvWNAa2myHNZRAt;1;​@SoulC4-z6b You'll never know. Players have their own preferences. Because dragons can only be stopped by being stunned, all transport will be a lot easier. Mobs will no longer slow you down, and gankers will have a smaller chance of dismounting you. And the way you obtain an egg is no joke. You can't always raid the dragon, and you see, they give a debuff to people who manage to conquer it. Plus, they said there's only a small chance to get the egg. In my view, it has a small chance of getting an egg plus useful transport. I wouldn't be surprised if players start selling them for around 100m to 120m.;@MgaBOBO69;2026-08-28;1;0;1;1;CAMP_C;0.5;Neutral;Predicting mount utility and pricing based on drop rates and transport safety.
97;UgxjHynWCzoh6K_Cg2R4AaABAg;1;Re coloured ava dungeons;@beartrap6367;2026-08-28;1;0;0;1;CAMP_B;0.3;Disappointment;Complaining that the update features recolored Avalonian dungeons.
98;UgyJ6NmjCwsbWcOxxc54AaABAg;1;HELLO MICHAEL AND NICK!;@durka-anonim;2026-08-28;1;0;0;1;CAMP_A;0.4;Excitement;Friendly greeting to the video hosts.
99;UgwWoyrtGap0LLB3LWp4AaABAg.Aa2cugOTqBfAa4id1GqIuK;1;Its PvE damage, learn how to read;@Strapazenkinder__1;2026-08-29;1;0;1;1;CAMP_B;0.4;Anger;Telling someone to learn to read since the damage is for PvE.
100;UgzO87oOG_1HPeBAHbp4AaABAg;1;First;@IncredibleMo;2026-08-28;1;0;0;1;NEUTRAL_SPAM;0.1;Neutral;First comment spam.
101;UgxeDLnDEvQDuIPOcv54AaABAg;1;as a journal enjoyer i can tell we are cooked to get that 8.4 lvl3 curse  achievement 💀;@eusebioproxd2675;2026-08-28;0;1;1;2;CAMP_A;0.4;Excitement;Joking about the difficulty journal achievers will face with level 3 curses.
102;Ugx6FXDMjrTl4lAs9I94AaABAg;1;This is going to further rape kyte comps in midscale, now i can just pot out a clap that the team cant gig, also the new leather jacket is a direct buff to full brawl and melee clap, vs kyte.;@indasellauren;2026-08-28;0;1;1;2;CAMP_B;0.6;Frustration;The new jacket and potion buff brawl and melee comps while hurting kite comps in midscale.
103;UgwMRUJO3IgerhzMuYp4AaABAg;1;unban Maverick;@Carlun-F;2026-08-28;0;1;1;2;CAMP_B;0.3;Neutral;Demanding the unbanning of a player named Maverick.
104;UgzSQ0USDAbnFMVcdhp4AaABAg;1;stupid works for fishers.  trashh potion   trashh food  trashh  new fishes. no one buy this potions foods.  so stupid works;@yks2026t;2026-09-08;0;0;0;0;CAMP_B;0.7;Anger;Calling the new fishing potions, foods, and fishes completely useless trash.
105;UgwoWgz4VxaMPVsO0CB4AaABAg;1;GET YOUR CREDIT CARDS READY WARRIORS AHHAHHAHAHAHAH;@RunAwaylilGirl;2026-09-07;0;0;0;0;CAMP_C;0.6;Excitement;Joking about credit card swiping for the new update.
106;UgwqoWINVKSpNd68Be54AaABAg;1;Nick is so chill!;@ElectrikMe;2026-09-04;0;0;0;0;CAMP_A;0.3;Excitement;Praising Nick for being chill.
107;UgwOXuucsdKKXsdOOjV4AaABAg;1;hay why I can't use siphoned energy can you give me an answer I go black mist avaloian road and open world black zone it still not working;@STALKEY93;2026-09-01;0;0;0;0;CAMP_B;0.4;Frustration;Asking for technical support because siphoned energy is not working in black zones or mists.
108;UgxMikWsu_mSwBMrDbp4AaABAg;1;Very cool;@nitrostealth6;2026-08-31;0;0;0;0;CAMP_A;0.2;Excitement;Short positive feedback.
109;UgzmYl1j5vHis7CbV3t4AaABAg;1;Some dragon such as fire dragon,wind dragon,water dragon,soil dragon and some weapon;@Anchannel-AgbiZ;2026-08-31;0;0;0;0;CAMP_A;0.4;Excitement;Suggesting additional elemental dragons and weapons.
110;UgwpYnYHxlPNW3dSZIx4AaABAg;1;Any guild who play in Asia server who would like to help newbie I would like to join the guild to do PVP and PVE;@heronarkarmuyar9578;2026-08-31;0;0;0;0;CAMP_D;0.3;Neutral;Newbie looking for a guild on the Asia server.
111;UgzmF8p5OzNXW2qs1CZ4AaABAg;1;"Activate ""One-Life Mode""? Death resets progress to zero.";@320wei7;2026-08-31;0;0;0;0;CAMP_B;0.3;Neutral;Proposing a hardcore one-life mode.
112;UgyJt6vwZXg3Fmg_eOR4AaABAg;1;please bring back crystal creature in outland for off season event or next season, the mats from it spursed to the sky 1 t4 mats crystal is 800k in EAST and 600k in EU its for t4 mats and hard to find sometime in the market 😮‍💨😮‍💨;@outright4620;2026-08-30;0;0;0;0;CAMP_C;0.5;Frustration;Complaining about skyrocketing prices for crystal creature materials on East and EU servers.
113;UgyTGcmywGs4Oc-_7GN4AaABAg;1;did i just see a blood letter with merc jacket doing the boss;@tenzinnamdhak5926;2026-08-30;0;0;0;0;CAMP_A;0.3;Neutral;Observing a bloodletter with mercenary jacket fighting the boss.
114;UgwB48r43d6j6S6Ww5V4AaABAg;1;thats it? this is the best yall could do? clowns.;@Mantas-w6k;2026-08-30;0;0;0;0;CAMP_B;0.7;Anger;Insulting developers for a disappointing update.
115;Ugx6mXCOYQJdMVnvKUV4AaABAg;1;Como será o portal solo? Ou nem vai ter ?😊;@mceduznoficial;2026-08-30;0;0;0;0;CAMP_D;0.3;Neutral;Asking if solo portals will be available.
116;Ugz8LtCOWqhl9JYH8g94AaABAg;1;Remember the 3 stages of an albion update guys  Hyped -> meh -> when's the next update;@Hesilamishere;2026-08-29;0;0;0;0;CAMP_B;0.4;Sarcasm;Joking about the three stages of an Albion update cycle.
117;Ugx0Mh1I4GuwrSDPfJx4AaABAg;1;Please randomise the resourse spawn in outlands and weaken the mob there is almost nothing for us too do in asia in outlands. Everything is always gathered and for those of low spec player specking up is extremely difficult please so something tbe;@HAROONKHAN-ku6gm;2026-08-29;0;0;0;0;CAMP_B;0.6;Frustration;Asking developers to randomize resource spawns and weaken mobs in the outlands for low-spec players on the Asia server.
118;Ugw-0Nf5s2_FQKZOSSp4AaABAg;1;Dragons in Albion before Elder Scrolls VI!;@Felahzii;2026-08-29;0;0;0;0;CAMP_A;0.6;Excitement;Joking that dragons arrived in Albion before Elder Scrolls VI.
119;Ugydyr70hpo13-t1fCt4AaABAg;1;broken armour damn lol;@Thechoj42;2026-08-29;0;0;0;0;CAMP_A;0.5;Excitement;Amazed by the broken new armor stats.
120;Ugykhx9x6CIQ0iHuCT54AaABAg;1;Cuando un servidor en LATAM? El Ping malisimo;@cristianyanez-hm1yl;2026-08-29;0;0;0;0;CAMP_B;0.6;Frustration;Demanding a server in Latin America due to bad ping.
121;UgxlZnJ9VUyFrBoRr4x4AaABAg;1;If you want to improve pve try to make new pve mobs.Stop copy pasting the same mobs and keep saying you bring new content.;@lukotelz11;2026-08-29;0;0;0;0;CAMP_B;0.5;Frustration;Accusing developers of copy-pasting existing mobs instead of creating truly new PVE content.
122;Ugxoc84s9rvwU6dGz3V4AaABAg;1;Great, awesome.....now do something about radar hackers;@jonathanmoralescampos8863;2026-08-29;0;0;0;0;CAMP_B;0.5;Frustration;Demanding action against radar hackers.
123;UgxSHIX5SOa8DWt_JNJ4AaABAg;1;These Boots Will break the meta;@Profanotv;2026-08-29;0;0;0;0;CAMP_B;0.5;Excitement;Warning that the new boots will break the current meta.
124;UgwHKEbKfvxR3faRysB4AaABAg;1;I felt awkward the whole time I watched this;@DukeSilver1;2026-08-29;0;0;0;0;CAMP_B;0.3;Disappointment;Felt awkward watching the presentation video.
125;UgyxIMTaY6k_nh6h6Fl4AaABAg;1;How about optimize your game more Holy sht;@zeroofficial1030;2026-08-29;0;0;0;0;CAMP_B;0.6;Frustration;Demanding better game optimization.
126;Ugw-7LWcsgenT2A7QWZ4AaABAg;1;Will ja kein Arsch sein, aber in deiner Position und mit dem Geld was ihr macht wär ein Kurs für korrekte Aussprache echt angebracht.;@eomdings;2026-08-29;0;0;0;0;CAMP_B;0.4;Frustration;Criticizing the speaker's pronunciation given their wealth and position.
127;Ugw-YdcPlhlfbx5vlWV4AaABAg;1;and again group content.... u should focus more on solo players instead;@ksanderjoestar8534;2026-08-29;0;0;0;0;CAMP_D;0.5;Frustration;Complaining that developers focus too much on group content instead of solo players.
128;UgxPsoer3HJoGy_SvL14AaABAg;1;Woohoo! Dragons on Albion! Dragon items, and surprise Dragon attacks on Royal cities. When this update goes live, I believe Albion's active players will increase at least tenfold. DRACARYS!!;@vensantillan3000;2026-08-29;0;0;0;0;CAMP_A;0.8;Excitement;Believing that dragon additions will increase active player counts tenfold.
129;UgzmJr9Ke9RB44WKSHJ4AaABAg;1;50K loots, lets goooooooooo.;@progearcambodia4547;2026-08-29;0;0;0;0;CAMP_C;0.4;Excitement;Cheering for meager 50k loot drops.
130;Ugy6we6_DDpjRgS-dTl4AaABAg;1;L update, L potion, L raid mists - dead, ava raids - dead, hellgates - dead, ava roads - dead. Old content will always feel just not needed, lets just wait until they rotate it or remove it all together :) Brawl - dead, queues - too small. Too much handholding, too much rmt, too much developers being little bitches who are in it only to suck off tier 1 guilds.;@Tartarumaru-n7u;2026-08-29;0;0;0;0;CAMP_B;0.8;Anger;Calling the update terrible and accusing developers of pandering to tier 1 guilds while ruining multiple game modes.
131;UgynyiL9TVDCPKBri7Z4AaABAg;1;Good Update i am ready to Swipe ;@GodX-io8hi;2026-08-29;0;0;0;0;CAMP_C;0.5;Excitement;Ready to swipe credit cards for the good update.
132;UgylKr5fkLLg7p-x_Y14AaABAg;1;02:52 The floor is lava!!!;@ElenEmanuelBlackmont;2026-08-29;0;0;0;0;CAMP_A;0.4;Excitement;Referencing the floor is lava mechanic.
133;UgyDCFh-P10np4Rgm614AaABAg;1;Pls add top down perspective;@zwenainghtun4111;2026-08-29;0;0;0;0;CAMP_B;0.3;Neutral;Requesting a top-down camera perspective.
134;UgzhFNU-uN6gI7ln2Gt4AaABAg;1;hi dev take a look on red or black dragon raid and mount size also the ability to fly for real in a game called archeage, maybe you can learn something from it, this albion dragon mount is so small and cant fly.... for terain like water surface you could add swimming ability to player etc;@arimimusic;2026-08-29;0;0;0;0;CAMP_B;0.5;Frustration;Criticizing the small dragon mount size and lack of true flight mechanics compared to other games.
135;UgwB5iDYb_Qvxs5Y5oJ4AaABAg;1;The dragons are one thing (but the resurrection potion—hold my beer);@GaPlis_1l;2026-08-29;0;0;0;0;CAMP_A;0.6;Excitement;Highlighting the resurrection potion as a game-changing addition.
136;UgxKmwWJ0HlqOqQI_F94AaABAg;1;there needs to be ICE, Undead, Nature Dragons.  having just 1 fire generic dragon from like 2005 world of warcraft is boring. getting 10 learning points for increased difficulty is a meme;@Dbars19;2026-08-29;0;0;0;0;CAMP_B;0.5;Disappointment;Complaining that a single generic fire dragon is boring and more dragon types should be added.
137;UgykHgTPVLXa1VVOvrp4AaABAg;1;MANTAP JOK!;@Enchanto717;2026-08-29;0;0;0;0;CAMP_A;0.3;Excitement;Expressing approval.
138;UgyVPrKMEQmFX79t8lN4AaABAg;1;Mehhh i hate that players now have the option to bring extra consumables. Please dont turn this into a game where we have to eat 10 consumables for maxing buffs;@keyb0at;2026-08-29;0;0;0;0;CAMP_B;0.5;Frustration;Disliking the trend of needing multiple consumables for maximum buffs.
139;UgxjWRzyW7X14qCBb0R4AaABAg;1;I ain't reading all that. NEW FISH!!!!;@byw3669;2026-08-28;0;0;0;0;CAMP_A;0.4;Excitement;Celebrating the addition of new fish.
140;UgxhY674sUiRi8nQ-dp4AaABAg;1;if i was having trouble killing healers  in 1v1 in the past, well we can forget about killing them now witht that food XD;@carterlegacy2363;2026-08-28;0;0;0;0;CAMP_B;0.5;Frustration;Healers will become impossible to kill in 1v1 encounters with the new food.
141;UgwPuRAsHbd1RU8Soy14AaABAg;1;yay more content ill never touch cuz im not apart of a massive pvp zerg;@TTVMrGood;2026-08-28;0;0;0;0;CAMP_D;0.5;Disappointment;Complaining that content is built exclusively for massive PvP zergs rather than solo players.
142;Ugwv4IAaBu5YeVP4nkF4AaABAg;1;"Massive PvP is absolutely disgusting. Basically, there's no real gameplay left.    The game turned into a bomb, and you delete it.   extreme disgusting   Bring back the massive PvP from six years ago before the game's PvP scene dies out. That’s why there are no wars on NA servers anymore.   The devs don't even care.     Those guys' gameplay is bomb .... Players don't even know how to disengage anymore; they just mindlessly charge forward.";@Cidocoftclube;2026-08-28;0;0;0;0;CAMP_B;0.7;Anger;Massive PvP is disgusting and ruined by mindless bombing mechanics.
143;Ugx-2ffIB7RBqYYKkId4AaABAg;1;How is there no pvp in the dragon islands? So as a solo player or small group we can enter and enjoy some nice pve without being interrupted by some rabid players? You are aware that at least 20-25% players want to ruin the fun of others? :);@Skrimmr;2026-08-28;0;0;0;0;CAMP_D;0.5;Frustration;Asking why there isn't a safe PvE zone for solo players to escape toxic gankers.
144;Ugxffx2ZkufDdsiPJCJ4AaABAg;1;Please reduce the cost of premium and vanity according to global economy please,some countries have to pay a whole month of salary just to by vanity and premium like my country please consider😢;@satorugojo1122;2026-08-28;0;0;0;0;CAMP_B;0.6;Frustration;Asking developers to adjust premium and vanity prices according to global regional economies.
145;Ugwlh9vBxrRCoq3uYfl4AaABAg;1;No new plate and cloth gear?;@melancolia41;2026-08-28;0;0;0;0;CAMP_B;0.3;Disappointment;Reiterating the absence of new plate and cloth gear.
146;Ugz137TRatAg9QixO_h4AaABAg.Aa3TBrtrV1qAa5hoxmqvWa;1;yeah reveal invisible enemies + that potion save from deth + also that jacket insane last for 6s oooo, but price could be more high;@shinixgami;2026-08-29;0;0;1;0;CAMP_B;0.5;Frustration;Pointing out how broken invisibility reveals, death saves, and jacket durations will be.
147;Ugz137TRatAg9QixO_h4AaABAg.Aa3TBrtrV1qAa5qkijDOno;1;This will change how ZvZ works too... Killing on Claps won't be effective anymore.;@thomazsenra9777;2026-08-29;0;0;1;0;CAMP_B;0.5;Frustration;These changes will ruin ZvZ claps.
148;UgxhtaL0L7vaR01B21F4AaABAg;1;Buy eggs dragon😂😂😂;@David55293;2026-08-28;0;0;0;0;CAMP_C;0.4;Excitement;Joking about buying dragon eggs.
149;Ugx6EsZAv9I1PIFiyEx4AaABAg;1;Make p2w less prominent;@DiamonDips;2026-08-28;0;0;0;0;CAMP_B;0.5;Frustration;Demanding that pay-to-win elements be made less prominent.
150;Ugxni8-tnP9ZdH1IIa14AaABAg;1;Pay to win skoupidi kolopexnido gia aderfares;@Xartopetseta-zm8sc;2026-08-28;0;0;0;0;CAMP_B;0.8;Anger;Toxic insult about pay-to-win elements.
151;UgyoHDEBdf134X65lk54AaABAg;1;Please make Reawaken spell function as the Lifeward Potion and add the death mechanic from Ancient Lands to all red and black zones;@meme-uc2db;2026-08-28;0;0;0;0;CAMP_B;0.4;Neutral;Requesting spell mechanics adjustments for red and black zones.
152;UgzAqJS179D3fHgKNhJ4AaABAg;1;Hell yeah;@AlbionWarRoom;2026-08-28;0;0;0;0;CAMP_A;0.5;Excitement;Expressing hype.
153;Ugz4cVJz00VPMsLS9dN4AaABAg.Aa3H-gxeRRTAa3UdkH8dEc;1;Tbanji 💯;@udonnaucheji4032;2026-08-28;0;0;1;0;CAMP_A;0.3;Excitement;Expressing agreement.
154;Ugz4cVJz00VPMsLS9dN4AaABAg.Aa3H-gxeRRTAa3uPbQOc0v;1;Ong;@Risk_090;2026-08-28;0;0;1;0;CAMP_A;0.3;Excitement;Expressing strong agreement.
155;Ugz4cVJz00VPMsLS9dN4AaABAg.Aa3H-gxeRRTAa3uS1yE4GE;1;More collabs pleaseeeee;@Risk_090;2026-08-28;0;0;1;0;CAMP_A;0.4;Excitement;Requesting more community collaborations.
156;UgxZAXsEmcGPIlzzzVl4AaABAg.Aa3Fggkpb2ZAa3_1xnNo1F;1;​@De2t3nyidc your opinion. The departure of veteran players and streamers speaks volumes—far more than **** like you do.;@miniejik;2026-08-28;0;0;1;0;CAMP_B;0.6;Anger;Stating that the departure of veteran players speaks louder than dismissive fanboys.
157;Ugy7x_XnWISExWyKaNd4AaABAg;1;Why did you not use same debuff on World bosses ?;@preszkaszgaming1178;2026-08-28;0;0;0;0;CAMP_B;0.3;Frustration;Asking why the new debuff wasn't applied to regular world bosses.
158;Ugxq_c1LSW26xbEfDWt4AaABAg;1;The update is great and all, but I'd like you to add skins that make us look like HUMANS, not like a monster we never asked to be.;@Max3eN;2026-08-28;0;0;0;0;CAMP_B;0.4;Disappointment;Requesting human-looking vanity skins instead of monster transformations.
159;UgyVD5II9g-rjCnN5yN4AaABAg;1;I love these kinds of games, they're magnificent.;@GuendiOrtuño-n1x;2026-08-28;0;0;0;0;CAMP_A;0.5;Excitement;Expressing love for magnificent games like this.
160;Ugy6NnbPzQPPQlEWqIJ4AaABAg;1;Feeding mounts to the dragon is really funny :);@stefanheisel553;2026-08-28;0;0;0;0;CAMP_A;0.4;Excitement;Finding the mount-feeding mechanic funny and entertaining.
161;UgxRhQMAIK1bE2MeATh4AaABAg;1;Before u make new update.. Fix the connection mobile player first.. Always black skin and disconnect... If u make high graphic.. Mobile player hard to play...even have good phone..;@kingmus1749;2026-08-28;0;0;0;0;CAMP_B;0.6;Frustration;Mobile players suffer from disconnections and black screens and need connection fixes before new updates.
162;UgwSmps_on-5B_Cs9H54AaABAg;1;WWWWW;@Cbipixel;2026-08-28;0;0;0;0;CAMP_A;0.5;Excitement;Hype expression.
163;Ugxw6Y7uIvBQefI9DPt4AaABAg;1;Pack u albion why u banned me;@EgeYonar;2026-08-28;0;0;0;0;CAMP_B;0.6;Anger;Complaining about being banned.
164;Ugx1MZo6T8QKyGNEokZ4AaABAg.Aa36M6QcuqjAa3DNPIQfEQ;1;@tamimhasan3084 who?;@livempire;2026-08-28;0;0;1;0;CAMP_B;0.2;Neutral;Asking for clarification.
165;Ugx1MZo6T8QKyGNEokZ4AaABAg.Aa36M6QcuqjAa3dvKX_FTZ;1;Faction warfare is ten times better now. Only time you get really fights in faction in the past were fixed fights. At least you can force proper fights with sieges or fighting for supply now. Flags also make PvP in faction way more rewarding. If you want real fights join an organized community in your faction, we have them literally every day on a majority of the siege timers.;@matthewmammothswine4395;2026-08-28;0;0;1;0;CAMP_B;0.5;Frustration;Faction warfare has improved and offers proper fights during sieges.
166;UgzTV_rvveOSpJ8QFZB4AaABAg;1;I am actually happy to hear that you are making the PVE more ambitious. And you know? I can feel that it gets better with the new mobs from the keeper uprising. The mammoth hunter feels like a much better and more interesting challange than many bosses in the game. Mostly because, he has a lot of attacks, that you can dodge, but are swift. And zero attacks (outside of the standard auto-attack) that you cannot dodge, without using some special abilities.   The new bosses from the keeper uprising feel like actual bosses, with some (to me) good design.  And, it makes me happy, because albion, whether we like it or not, is a lot of PVE, so, it would be good it the PVE was rewarding and challenging, right?;@Firesniw;2026-08-28;0;0;0;0;CAMP_A;0.6;Excitement;Praising the more ambitious and well-designed PvE boss mechanics in recent updates.
